Route_No,Bus_Model,Fuel_Type,Avg_Speed_kmph,Fuel_Consumed_Liters,Distance_Covered_km,Year,Destination,No_of_Buses_in_Route
201R,Volvo 9400XL,Diesel,41.5,72.55,189.9,2025,Yelahanka,69
43E,Switch EiV 12,Electric,42.7,0,179.8,2025,Hebbal,27
201R,Switch EiV 12,Electric,44.5,0,96.8,2025,Yelahanka,45
215K,Eicher Skyline Pro,CNG,48.8,61.5,188.4,2025,Kengeri,67
12G,Eicher Skyline Pro,CNG,40,34.37,118.4,2025,BTM Layout,66
365B,Tata Marcopolo,CNG,44,68.87,217.2,2025,Silk Board,21
401A,Tata Marcopolo,CNG,37.7,48.68,173,2025,RT Nagar,39
43E,Switch EiV 12,Electric,45.7,0,265.2,2025,Hebbal,70
201R,Tata Marcopolo,CNG,42.9,57.79,213.4,2025,Yelahanka,66
365B,Switch EiV 12,Electric,42.4,0,262.6,2025,Silk Board,38
401A,Ashok Leyland Viking,Diesel,46.5,75.71,220.4,2025,RT Nagar,55
500D,Eicher Skyline Pro,CNG,29.9,67.54,237.6,2025,Whitefield,52
365B,Tata Marcopolo,CNG,49.5,31.23,133.8,2025,Silk Board,10
96E,Tata Marcopolo,CNG,43.2,55.76,214.3,2025,Electronic City,59
96E,Ashok Leyland Viking,Diesel,37.4,87.4,268.4,2025,Electronic City,49
V500C,Switch EiV 12,Electric,44.7,0,95.9,2025,ITPL,57
12G,Volvo 8400 B7RLE,Diesel,34.6,87.32,221.6,2025,BTM Layout,51
K1,Volvo 9400XL,Diesel,25.3,68.79,244.6,2025,Koramangala,62
201R,Switch EiV 12,Electric,35.9,0,273.5,2025,Yelahanka,26
96E,Tata Marcopolo,CNG,42.6,26.43,111.7,2025,Electronic City,63
60A,Volvo 9400XL,Diesel,49.2,69.91,180.2,2025,Indiranagar,70
252H,Volvo 8400 B7RLE,Diesel,43,45.1,171.1,2025,Bommanahalli,68
77E,Ashok Leyland Viking,Diesel,45,29.86,99.4,2025,KR Puram,53
252H,Tata Marcopolo,CNG,28.3,34.25,147.2,2025,Bommanahalli,49
348C,Volvo 9400XL,Diesel,32.7,32.23,94.6,2025,Marathahalli,43
201R,Switch EiV 12,Electric,41.8,0,251.7,2025,Yelahanka,21
210N,Eicher Skyline Pro,CNG,31.3,59.76,235.3,2025,Jayanagar,74
77E,Tata Marcopolo,CNG,45.8,42.62,185.8,2025,KR Puram,58
213K,Switch EiV 12,Electric,41.9,0,62.7,2025,Banerghatta,63
290E,Eicher Skyline Pro,CNG,38.7,20.81,71.4,2025,Mysuru Road,18
600A,Tata Marcopolo,CNG,33.8,32.43,127.5,2025,Banashankari,49
60A,Volvo 8400 B7RLE,Diesel,43.3,42.97,133.5,2025,Indiranagar,43
201R,Tata Marcopolo,CNG,44.6,21.87,75,2025,Yelahanka,24
290E,Eicher Skyline Pro,CNG,42.1,44.36,155.2,2025,Mysuru Road,72
500D,Switch EiV 12,Electric,34.3,0,72.4,2025,Whitefield,53
V500C,Switch EiV 12,Electric,41,0,267.8,2025,ITPL,70
213K,Switch EiV 12,Electric,40.8,0,207.7,2025,Banerghatta,22
365B,Volvo 8400 B7RLE,Diesel,35.5,28.62,103.8,2025,Silk Board,63
77E,Volvo 8400 B7RLE,Diesel,31.9,28.24,82.3,2025,KR Puram,25
290E,Volvo 8400 B7RLE,Diesel,49.5,59.59,155,2025,Mysuru Road,13
77E,Tata Marcopolo,CNG,29.5,39.07,174.1,2025,KR Puram,50
401A,Switch EiV 12,Electric,35.1,0,84.9,2025,RT Nagar,28
K1,Ashok Leyland Viking,Diesel,42.6,70.93,222.3,2025,Koramangala,75
356C,Tata Marcopolo,CNG,34.9,40.1,136.2,2025,Majestic,18
213K,Volvo 9400XL,Diesel,37.1,36.24,105.2,2025,Banerghatta,51
252H,Switch EiV 12,Electric,41.4,0,123.2,2025,Bommanahalli,45
500D,Ashok Leyland Viking,Diesel,40.1,104.42,273.1,2025,Whitefield,22
210N,Tata Marcopolo,CNG,48.8,22.23,76.6,2025,Jayanagar,21
600A,Ashok Leyland Viking,Diesel,40,23.37,80.3,2025,Banashankari,13
600A,Volvo 8400 B7RLE,Diesel,31.7,80.35,202.7,2025,Banashankari,22
201R,Volvo 8400 B7RLE,Diesel,31.3,77.49,272.3,2025,Yelahanka,23
77E,Volvo 8400 B7RLE,Diesel,40.3,72.57,215.5,2025,KR Puram,66
43E,Tata Marcopolo,CNG,39.9,27.82,119.6,2025,Hebbal,27
215K,Switch EiV 12,Electric,27.6,0,268.3,2025,Kengeri,24
348C,Switch EiV 12,Electric,48.6,0,94.1,2025,Marathahalli,37
290E,Volvo 9400XL,Diesel,47.1,79.17,222,2025,Mysuru Road,62
77E,Switch EiV 12,Electric,42.5,0,189.3,2025,KR Puram,67
365B,Switch EiV 12,Electric,35.2,0,209.6,2025,Silk Board,54
213K,Volvo 8400 B7RLE,Diesel,39.6,22.02,63.4,2025,Banerghatta,76
215K,Ashok Leyland Viking,Diesel,48.9,51.35,159.1,2025,Kengeri,74
252H,Volvo 9400XL,Diesel,29.7,69.77,244.8,2025,Bommanahalli,49
77E,Eicher Skyline Pro,CNG,27.5,91.25,274.9,2025,KR Puram,43
215K,Ashok Leyland Viking,Diesel,27.3,42.9,155.4,2025,Kengeri,20
96E,Volvo 9400XL,Diesel,35.9,90.44,261.2,2025,Electronic City,66
252H,Eicher Skyline Pro,CNG,43.1,51.63,155.6,2025,Bommanahalli,60
290E,Eicher Skyline Pro,CNG,40.3,47.95,189.7,2025,Mysuru Road,78
210N,Ashok Leyland Viking,Diesel,42.9,42.93,113.2,2025,Jayanagar,49
77E,Volvo 9400XL,Diesel,46.9,28.77,103.8,2025,KR Puram,14
210N,Volvo 9400XL,Diesel,31.2,22.33,63,2025,Jayanagar,41
252H,Tata Marcopolo,CNG,31.2,38.66,119.6,2025,Bommanahalli,26
43E,Volvo 9400XL,Diesel,43.3,47.21,161,2025,Hebbal,77
60A,Eicher Skyline Pro,CNG,27,46.98,208,2025,Indiranagar,35
210N,Ashok Leyland Viking,Diesel,45.1,65.47,244.5,2025,Jayanagar,50
210N,Volvo 9400XL,Diesel,38.6,94.7,265.2,2025,Jayanagar,57
77E,Volvo 8400 B7RLE,Diesel,43.6,54.26,195.7,2025,KR Puram,19
290E,Switch EiV 12,Electric,26.7,0,174.7,2025,Mysuru Road,37
356C,Tata Marcopolo,CNG,48,36.53,141.6,2025,Majestic,38
201R,Tata Marcopolo,CNG,31.7,50.22,178.4,2025,Yelahanka,76
60A,Tata Marcopolo,CNG,41.7,61.47,257,2025,Indiranagar,25
279F,Ashok Leyland Viking,Diesel,40.8,55.7,160,2025,Peenya,42
500D,Volvo 8400 B7RLE,Diesel,35.7,68.02,215.2,2025,Whitefield,51
365B,Ashok Leyland Viking,Diesel,48.4,78.16,202.9,2025,Silk Board,32
600A,Eicher Skyline Pro,CNG,32.3,65.85,241.4,2025,Banashankari,24
60A,Switch EiV 12,Electric,32.5,0,64.8,2025,Indiranagar,25
213K,Switch EiV 12,Electric,26.4,0,170.6,2025,Banerghatta,27
600A,Volvo 9400XL,Diesel,48.2,63.2,168,2025,Banashankari,75
215K,Volvo 9400XL,Diesel,35.2,65.52,228.2,2025,Kengeri,22
210N,Tata Marcopolo,CNG,29,36.2,117.3,2025,Jayanagar,50
43E,Volvo 8400 B7RLE,Diesel,29.6,21.59,75.5,2025,Hebbal,41
215K,Volvo 9400XL,Diesel,45.4,72,254,2025,Kengeri,46
96E,Eicher Skyline Pro,CNG,32.2,24.33,84.3,2025,Electronic City,29
600A,Volvo 9400XL,Diesel,37.9,34.81,115,2025,Banashankari,15
K1,Ashok Leyland Viking,Diesel,33.8,37,138.5,2025,Koramangala,11
356C,Tata Marcopolo,CNG,32.7,53.45,233.6,2025,Majestic,44
K1,Volvo 9400XL,Diesel,33.2,88.93,269.6,2025,Koramangala,28
V500C,Ashok Leyland Viking,Diesel,48.5,44.88,171.2,2025,ITPL,49
60A,Switch EiV 12,Electric,34.8,0,82.6,2025,Indiranagar,49
600A,Eicher Skyline Pro,CNG,37.6,55.21,181.7,2025,Banashankari,49
V500C,Tata Marcopolo,CNG,41.9,58.47,248.9,2025,ITPL,62
348C,Switch EiV 12,Electric,43.7,0,248.9,2025,Marathahalli,52
290E,Volvo 8400 B7RLE,Diesel,40.3,57.14,156.6,2025,Mysuru Road,40
600A,Volvo 8400 B7RLE,Diesel,29.5,58.8,208.2,2025,Banashankari,19
252H,Eicher Skyline Pro,CNG,27.9,34.02,110.5,2025,Bommanahalli,42
348C,Tata Marcopolo,CNG,43,14.74,60.4,2025,Marathahalli,56
12G,Switch EiV 12,Electric,29,0,173.3,2025,BTM Layout,37
201R,Volvo 8400 B7RLE,Diesel,25.5,28.52,78.4,2025,Yelahanka,72
600A,Ashok Leyland Viking,Diesel,31,84.45,256,2025,Banashankari,46
600A,Volvo 9400XL,Diesel,30.6,25.37,83.2,2025,Banashankari,79
V500C,Volvo 8400 B7RLE,Diesel,31.1,74.89,193.7,2025,ITPL,50
12G,Tata Marcopolo,CNG,30.9,43.85,146,2025,BTM Layout,51
77E,Eicher Skyline Pro,CNG,40.4,70.71,271.2,2025,KR Puram,31
210N,Switch EiV 12,Electric,35.7,0,151.5,2025,Jayanagar,11
600A,Volvo 8400 B7RLE,Diesel,42.4,50.38,179,2025,Banashankari,30
V500C,Volvo 9400XL,Diesel,37.5,31.37,97.8,2025,ITPL,55
43E,Switch EiV 12,Electric,40.8,0,251.5,2025,Hebbal,44
356C,Switch EiV 12,Electric,27.9,0,177.2,2025,Majestic,19
365B,Eicher Skyline Pro,CNG,27.9,55.11,193.2,2025,Silk Board,40
356C,Volvo 9400XL,Diesel,42.3,32.53,91.4,2025,Majestic,68
12G,Switch EiV 12,Electric,47.4,0,146.2,2025,BTM Layout,45
279F,Volvo 9400XL,Diesel,37.7,33.53,104.9,2025,Peenya,76
K1,Eicher Skyline Pro,CNG,44.8,20.62,64,2025,Koramangala,46
201R,Tata Marcopolo,CNG,39,41.67,164.3,2025,Yelahanka,46
252H,Switch EiV 12,Electric,31.3,0,211.5,2025,Bommanahalli,77
213K,Tata Marcopolo,CNG,43.1,16.35,62.2,2025,Banerghatta,68
77E,Switch EiV 12,Electric,45.5,0,243.9,2025,KR Puram,71
96E,Switch EiV 12,Electric,37.1,0,245.5,2025,Electronic City,48
356C,Volvo 9400XL,Diesel,44.8,41.99,133.4,2025,Majestic,22
60A,Ashok Leyland Viking,Diesel,46.4,26.26,100.4,2025,Indiranagar,67
401A,Volvo 8400 B7RLE,Diesel,26.9,52.76,162.6,2025,RT Nagar,72
210N,Volvo 8400 B7RLE,Diesel,47.5,84.41,236.8,2025,Jayanagar,62
356C,Ashok Leyland Viking,Diesel,46.9,24.22,74.7,2025,Majestic,52
201R,Switch EiV 12,Electric,49.2,0,179.2,2025,Yelahanka,69
96E,Tata Marcopolo,CNG,41.2,23.98,74.6,2025,Electronic City,27
60A,Ashok Leyland Viking,Diesel,45.1,45.27,142.6,2025,Indiranagar,23
348C,Volvo 9400XL,Diesel,39,93.7,279.4,2025,Marathahalli,73
401A,Volvo 9400XL,Diesel,33.8,35.44,108.4,2025,RT Nagar,60
348C,Volvo 8400 B7RLE,Diesel,34.2,23.5,75.1,2025,Marathahalli,62
365B,Volvo 9400XL,Diesel,41.4,61.46,219,2025,Silk Board,80
96E,Ashok Leyland Viking,Diesel,30.4,17.69,61.8,2025,Electronic City,59
365B,Eicher Skyline Pro,CNG,25.1,39.58,166.5,2025,Silk Board,54
600A,Eicher Skyline Pro,CNG,38.7,74.2,230,2025,Banashankari,58
500D,Eicher Skyline Pro,CNG,39.6,54.78,228.6,2025,Whitefield,59
210N,Volvo 8400 B7RLE,Diesel,45.1,68.78,225.4,2025,Jayanagar,68
201R,Volvo 8400 B7RLE,Diesel,41.8,26.5,90.9,2025,Yelahanka,53
348C,Ashok Leyland Viking,Diesel,29.2,79.97,223.3,2025,Marathahalli,54
77E,Switch EiV 12,Electric,43.7,0,255.9,2025,KR Puram,79
213K,Eicher Skyline Pro,CNG,44,66.69,259.8,2025,Banerghatta,39
500D,Switch EiV 12,Electric,47.2,0,203.9,2025,Whitefield,80
201R,Eicher Skyline Pro,CNG,40.8,57.9,187.3,2025,Yelahanka,16
600A,Eicher Skyline Pro,CNG,42.9,48.23,164.3,2025,Banashankari,74
365B,Ashok Leyland Viking,Diesel,32.8,36.51,104.5,2025,Silk Board,11
77E,Ashok Leyland Viking,Diesel,35.6,27.79,107.3,2025,KR Puram,45
12G,Switch EiV 12,Electric,29.7,0,171.6,2025,BTM Layout,14
43E,Eicher Skyline Pro,CNG,42.4,21.52,76.9,2025,Hebbal,33
356C,Volvo 9400XL,Diesel,41.5,65.18,240.8,2025,Majestic,77
43E,Switch EiV 12,Electric,42.3,0,119.8,2025,Hebbal,10
215K,Volvo 8400 B7RLE,Diesel,48.5,34.19,118.1,2025,Kengeri,24
201R,Ashok Leyland Viking,Diesel,31.7,47.16,131.4,2025,Yelahanka,25
K1,Ashok Leyland Viking,Diesel,30.5,62.72,212.8,2025,Koramangala,34
600A,Ashok Leyland Viking,Diesel,41.5,31.75,118.2,2025,Banashankari,61
356C,Volvo 9400XL,Diesel,44,83.12,231.2,2025,Majestic,41
365B,Volvo 9400XL,Diesel,42.5,26.01,79.4,2025,Silk Board,63
K1,Eicher Skyline Pro,CNG,25.8,45.76,155.1,2025,Koramangala,14
252H,Volvo 8400 B7RLE,Diesel,47,23.52,67.4,2025,Bommanahalli,12
12G,Eicher Skyline Pro,CNG,26,45.65,182.6,2025,BTM Layout,73
Route_No,Bus_Model,Fuel_Type,Avg_Speed_kmph,Fuel_Consumed_Liters,Distance_Covered_km,Year,Destination,No_of_Buses_in_Route
356C,Tata Marcopolo,CNG,48.8,34.75,142.4,2025,Majestic,40
V500C,Volvo 8400 B7RLE,Diesel,28.9,70.12,191.7,2025,ITPL,58
77E,Volvo 8400 B7RLE,Diesel,46.7,21.4,72.8,2025,KR Puram,54
279F,Volvo 9400XL,Diesel,25.5,54.57,215.8,2025,Peenya,30
60A,Volvo 9400XL,Diesel,30.3,87.68,243.1,2025,Indiranagar,44
348C,Volvo 8400 B7RLE,Diesel,32.6,30.51,100.3,2025,Marathahalli,62
252H,Tata Marcopolo,CNG,32.3,39.56,155,2025,Bommanahalli,43
77E,Eicher Skyline Pro,CNG,32.3,25.55,90.7,2025,KR Puram,72
401A,Switch EiV 12,Electric,44.6,0,160.3,2025,RT Nagar,21
60A,Ashok Leyland Viking,Diesel,37.9,30.66,103.9,2025,Indiranagar,65
213K,Eicher Skyline Pro,CNG,40.2,21.56,70.2,2025,Banerghatta,28
213K,Tata Marcopolo,CNG,48.7,16.7,74.3,2025,Banerghatta,10
K1,Eicher Skyline Pro,CNG,32.6,75.58,237.8,2025,Koramangala,54
600A,Eicher Skyline Pro,CNG,36,66.13,210.5,2025,Banashankari,34
215K,Volvo 9400XL,Diesel,25.9,43.71,168.9,2025,Kengeri,21
348C,Volvo 8400 B7RLE,Diesel,41.6,39.39,116.9,2025,Marathahalli,59
60A,Eicher Skyline Pro,CNG,38.7,53.21,174.4,2025,Indiranagar,68
213K,Eicher Skyline Pro,CNG,44.4,61.98,273.3,2025,Banerghatta,20
K1,Volvo 9400XL,Diesel,39.9,66.16,256.9,2025,Koramangala,19
12G,Volvo 8400 B7RLE,Diesel,29.9,30.96,79.5,2025,BTM Layout,37
K1,Ashok Leyland Viking,Diesel,34.7,45.27,131.6,2025,Koramangala,67
K1,Switch EiV 12,Electric,33.9,0,242.3,2025,Koramangala,72
201R,Volvo 9400XL,Diesel,38.6,44.92,121.8,2025,Yelahanka,20
600A,Tata Marcopolo,CNG,26.9,52.79,236.5,2025,Banashankari,41
60A,Switch EiV 12,Electric,30,0,229.9,2025,Indiranagar,72
60A,Volvo 9400XL,Diesel,45.4,17.19,61.2,2025,Indiranagar,24
201R,Ashok Leyland Viking,Diesel,44.3,84.41,220.4,2025,Yelahanka,78
210N,Eicher Skyline Pro,CNG,27.9,32.34,138.9,2025,Jayanagar,66
V500C,Eicher Skyline Pro,CNG,33.3,63.68,197.1,2025,ITPL,22
365B,Switch EiV 12,Electric,33.1,0,128.4,2025,Silk Board,34
96E,Eicher Skyline Pro,CNG,40.9,50.91,220.5,2025,Electronic City,53
600A,Switch EiV 12,Electric,28,0,163.9,2025,Banashankari,49
210N,Tata Marcopolo,CNG,44,56.46,216.9,2025,Jayanagar,26
77E,Tata Marcopolo,CNG,37.3,60.67,229.6,2025,KR Puram,37
348C,Tata Marcopolo,CNG,25.6,48.74,154.1,2025,Marathahalli,24
96E,Volvo 9400XL,Diesel,40.9,22.51,66.9,2025,Electronic City,41
252H,Eicher Skyline Pro,CNG,47.7,50.95,171.9,2025,Bommanahalli,40
213K,Eicher Skyline Pro,CNG,43.9,44.96,150.3,2025,Banerghatta,45
210N,Volvo 8400 B7RLE,Diesel,32.2,28.05,76.9,2025,Jayanagar,68
356C,Volvo 9400XL,Diesel,45.2,76.66,264.5,2025,Majestic,50
365B,Volvo 8400 B7RLE,Diesel,45.1,90.54,251.7,2025,Silk Board,33
279F,Ashok Leyland Viking,Diesel,38.5,69.09,256.4,2025,Peenya,45
V500C,Eicher Skyline Pro,CNG,33,81.23,257.1,2025,ITPL,73
279F,Eicher Skyline Pro,CNG,35.7,26.05,110.1,2025,Peenya,24
96E,Tata Marcopolo,CNG,25.2,66.22,249.4,2025,Electronic City,73
12G,Ashok Leyland Viking,Diesel,30.6,56.65,151.8,2025,BTM Layout,66
500D,Eicher Skyline Pro,CNG,48.6,38.54,134.3,2025,Whitefield,50
500D,Ashok Leyland Viking,Diesel,42.6,57.17,174.1,2025,Whitefield,38
210N,Volvo 8400 B7RLE,Diesel,49.1,95.15,273.8,2025,Jayanagar,43
215K,Volvo 9400XL,Diesel,32.5,57.87,169.4,2025,Kengeri,14
60A,Eicher Skyline Pro,CNG,40.2,18.14,68.1,2025,Indiranagar,10
12G,Tata Marcopolo,CNG,32,16.34,71.3,2025,BTM Layout,43
210N,Eicher Skyline Pro,CNG,28.6,30.18,112.7,2025,Jayanagar,43
96E,Volvo 9400XL,Diesel,31.1,78.9,276.8,2025,Electronic City,18
600A,Eicher Skyline Pro,CNG,30.9,55.62,227.6,2025,Banashankari,42
401A,Eicher Skyline Pro,CNG,40.8,35.67,140.9,2025,RT Nagar,13
365B,Ashok Leyland Viking,Diesel,27.3,47.4,177.9,2025,Silk Board,37
12G,Eicher Skyline Pro,CNG,29.7,42.66,130.6,2025,BTM Layout,73
401A,Tata Marcopolo,CNG,41.9,62.81,190,2025,RT Nagar,62
600A,Ashok Leyland Viking,Diesel,30.7,49.8,172.7,2025,Banashankari,72
348C,Eicher Skyline Pro,CNG,42.3,27.49,98.4,2025,Marathahalli,68
96E,Ashok Leyland Viking,Diesel,28.4,88.36,266.1,2025,Electronic City,71
77E,Ashok Leyland Viking,Diesel,48.1,22.27,85,2025,KR Puram,58
77E,Ashok Leyland Viking,Diesel,41.5,31.32,116.7,2025,KR Puram,15
348C,Switch EiV 12,Electric,38.2,0,182.1,2025,Marathahalli,10
401A,Volvo 9400XL,Diesel,27.3,29.43,113.2,2025,RT Nagar,76
600A,Ashok Leyland Viking,Diesel,40.8,85.79,258.1,2025,Banashankari,58
348C,Eicher Skyline Pro,CNG,43.1,31.48,136.8,2025,Marathahalli,23
60A,Eicher Skyline Pro,CNG,44.5,64.39,255.2,2025,Indiranagar,15
V500C,Tata Marcopolo,CNG,29,18.05,78.5,2025,ITPL,78
290E,Eicher Skyline Pro,CNG,25.2,61.35,193.4,2025,Mysuru Road,70
215K,Switch EiV 12,Electric,25.1,0,206,2025,Kengeri,21
279F,Switch EiV 12,Electric,38.7,0,95.4,2025,Peenya,25
348C,Tata Marcopolo,CNG,41.3,63.6,212.2,2025,Marathahalli,40
213K,Eicher Skyline Pro,CNG,30.9,62.13,216.7,2025,Banerghatta,35
365B,Tata Marcopolo,CNG,41.2,52.46,224.2,2025,Silk Board,29
279F,Eicher Skyline Pro,CNG,39.2,65.18,204.7,2025,Peenya,62
252H,Eicher Skyline Pro,CNG,31.6,41.86,140.9,2025,Bommanahalli,79
12G,Volvo 8400 B7RLE,Diesel,34.8,71.42,274.1,2025,BTM Layout,71
600A,Volvo 9400XL,Diesel,44.9,61.13,198.9,2025,Banashankari,12
365B,Ashok Leyland Viking,Diesel,37.3,66.92,186.9,2025,Silk Board,50
600A,Switch EiV 12,Electric,32,0,218.9,2025,Banashankari,17
60A,Volvo 9400XL,Diesel,41.1,23.61,65.3,2025,Indiranagar,64
356C,Ashok Leyland Viking,Diesel,48.8,68.93,266.9,2025,Majestic,78
213K,Ashok Leyland Viking,Diesel,25.4,36.33,141.4,2025,Banerghatta,33
401A,Tata Marcopolo,CNG,49.2,34.69,154.2,2025,RT Nagar,59
356C,Switch EiV 12,Electric,32.4,0,247.7,2025,Majestic,32
77E,Volvo 8400 B7RLE,Diesel,46.3,48.63,144.7,2025,KR Puram,60
401A,Eicher Skyline Pro,CNG,38.9,22.09,97.3,2025,RT Nagar,73
210N,Switch EiV 12,Electric,39.3,0,213.1,2025,Jayanagar,49
213K,Switch EiV 12,Electric,40.4,0,81.4,2025,Banerghatta,28
77E,Tata Marcopolo,CNG,28.5,73.54,277.8,2025,KR Puram,43
600A,Volvo 9400XL,Diesel,43.5,71.36,253,2025,Banashankari,13
279F,Ashok Leyland Viking,Diesel,34,72.95,214.5,2025,Peenya,12
348C,Volvo 8400 B7RLE,Diesel,45.3,62.65,238.1,2025,Marathahalli,17
215K,Volvo 8400 B7RLE,Diesel,37.8,80.22,260.9,2025,Kengeri,22
279F,Tata Marcopolo,CNG,41.2,58.13,235.6,2025,Peenya,72
12G,Tata Marcopolo,CNG,47.3,67.04,235.1,2025,BTM Layout,17
V500C,Ashok Leyland Viking,Diesel,27.3,42.35,142.6,2025,ITPL,35
290E,Ashok Leyland Viking,Diesel,36.6,20.49,67.9,2025,Mysuru Road,32
500D,Eicher Skyline Pro,CNG,39.8,40.38,123,2025,Whitefield,19
60A,Ashok Leyland Viking,Diesel,45.6,22.43,68.2,2025,Indiranagar,74
V500C,Switch EiV 12,Electric,38.1,0,88,2025,ITPL,61
252H,Switch EiV 12,Electric,30.4,0,229.4,2025,Bommanahalli,58
43E,Tata Marcopolo,CNG,27.1,64.01,197,2025,Hebbal,69
96E,Switch EiV 12,Electric,38.5,0,176.9,2025,Electronic City,45
365B,Volvo 8400 B7RLE,Diesel,43.2,50.51,200.2,2025,Silk Board,76
60A,Tata Marcopolo,CNG,33.1,41.4,173.6,2025,Indiranagar,53
96E,Ashok Leyland Viking,Diesel,36,45.69,119.6,2025,Electronic City,54
12G,Eicher Skyline Pro,CNG,49.1,15.42,65.6,2025,BTM Layout,35
348C,Eicher Skyline Pro,CNG,35.2,65.37,213.1,2025,Marathahalli,49
279F,Volvo 8400 B7RLE,Diesel,31.3,28.4,94.4,2025,Peenya,70
290E,Tata Marcopolo,CNG,41.5,63.51,217.2,2025,Mysuru Road,57
365B,Volvo 8400 B7RLE,Diesel,43.4,81.07,270.1,2025,Silk Board,44
12G,Ashok Leyland Viking,Diesel,35.5,67.77,194.6,2025,BTM Layout,23
213K,Ashok Leyland Viking,Diesel,43.9,54.85,138.3,2025,Banerghatta,44
348C,Ashok Leyland Viking,Diesel,26.2,33.38,85.5,2025,Marathahalli,34
213K,Tata Marcopolo,CNG,42.6,66.88,248.2,2025,Banerghatta,19
V500C,Eicher Skyline Pro,CNG,37.3,21.97,81.5,2025,ITPL,65
12G,Ashok Leyland Viking,Diesel,35.8,31.67,98.1,2025,BTM Layout,41
290E,Ashok Leyland Viking,Diesel,40.9,76.13,195.5,2025,Mysuru Road,22
213K,Switch EiV 12,Electric,40.6,0,142.4,2025,Banerghatta,78
356C,Switch EiV 12,Electric,46.4,0,170.7,2025,Majestic,11
12G,Volvo 9400XL,Diesel,29.1,78.63,204.9,2025,BTM Layout,19
279F,Volvo 9400XL,Diesel,25.7,59.58,201.3,2025,Peenya,69
348C,Switch EiV 12,Electric,39.4,0,266.9,2025,Marathahalli,12
60A,Eicher Skyline Pro,CNG,41.1,39.43,145.4,2025,Indiranagar,57
290E,Tata Marcopolo,CNG,48.5,50.29,180,2025,Mysuru Road,18
210N,Eicher Skyline Pro,CNG,47.6,82.43,271.5,2025,Jayanagar,36
201R,Volvo 9400XL,Diesel,27.5,29.79,75.3,2025,Yelahanka,39
600A,Volvo 8400 B7RLE,Diesel,42.1,31,80.8,2025,Banashankari,48
600A,Volvo 9400XL,Diesel,46.1,51.36,130.2,2025,Banashankari,60
290E,Volvo 9400XL,Diesel,32,89.35,239.2,2025,Mysuru Road,49
213K,Volvo 9400XL,Diesel,40.7,55.89,213.3,2025,Banerghatta,19
77E,Eicher Skyline Pro,CNG,45.1,64.77,221.7,2025,KR Puram,15
V500C,Ashok Leyland Viking,Diesel,43.8,26.68,99,2025,ITPL,20
401A,Volvo 9400XL,Diesel,35.3,90.88,277.9,2025,RT Nagar,80
77E,Eicher Skyline Pro,CNG,33.5,52.5,230.8,2025,KR Puram,73
210N,Eicher Skyline Pro,CNG,35.7,60.32,248.9,2025,Jayanagar,71
V500C,Switch EiV 12,Electric,27.6,0,226,2025,ITPL,70
77E,Switch EiV 12,Electric,37.6,0,258.6,2025,KR Puram,59
60A,Eicher Skyline Pro,CNG,33,55.67,241.8,2025,Indiranagar,14
213K,Switch EiV 12,Electric,25.3,0,145.6,2025,Banerghatta,59
215K,Switch EiV 12,Electric,27.3,0,259.2,2025,Kengeri,54
401A,Switch EiV 12,Electric,48.8,0,130.2,2025,RT Nagar,28
279F,Switch EiV 12,Electric,39.3,0,269.1,2025,Peenya,20
252H,Switch EiV 12,Electric,36.2,0,199,2025,Bommanahalli,66
12G,Volvo 9400XL,Diesel,33.2,35.48,124.5,2025,BTM Layout,72
500D,Tata Marcopolo,CNG,44.8,53.89,225.5,2025,Whitefield,17
401A,Eicher Skyline Pro,CNG,37.4,25.95,80.1,2025,RT Nagar,24
201R,Eicher Skyline Pro,CNG,36,41.76,180.9,2025,Yelahanka,22
96E,Volvo 8400 B7RLE,Diesel,27.9,50.54,137.2,2025,Electronic City,39
365B,Tata Marcopolo,CNG,40.5,72.18,227.5,2025,Silk Board,75
290E,Volvo 8400 B7RLE,Diesel,42.5,30.09,78.5,2025,Mysuru Road,58
365B,Volvo 9400XL,Diesel,42.7,91.84,240.8,2025,Silk Board,47
401A,Volvo 9400XL,Diesel,49.7,25.71,78.7,2025,RT Nagar,60
201R,Tata Marcopolo,CNG,45.3,32.01,141.5,2025,Yelahanka,35
356C,Switch EiV 12,Electric,43.8,0,276.9,2025,Majestic,67
201R,Volvo 8400 B7RLE,Diesel,27.1,38.96,142.8,2025,Yelahanka,38
60A,Ashok Leyland Viking,Diesel,35.6,47.36,182.8,2025,Indiranagar,78
K1,Volvo 8400 B7RLE,Diesel,37.3,33.57,84.5,2025,Koramangala,49
60A,Volvo 8400 B7RLE,Diesel,26.4,60.9,163.1,2025,Indiranagar,63
356C,Tata Marcopolo,CNG,41.2,20.85,85.9,2025,Majestic,50
77E,Tata Marcopolo,CNG,49.1,52.86,188.3,2025,KR Puram,31
60A,Ashok Leyland Viking,Diesel,46.7,43.34,122.9,2025,Indiranagar,33
43E,Volvo 9400XL,Diesel,25.3,68.75,271.9,2025,Hebbal,77
210N,Switch EiV 12,Electric,47.3,0,69.5,2025,Jayanagar,39
356C,Switch EiV 12,Electric,49.8,0,176.1,2025,Majestic,11
210N,Eicher Skyline Pro,CNG,38.8,17.11,76.2,2025,Jayanagar,58
252H,Eicher Skyline Pro,CNG,40.7,43.3,175.1,2025,Bommanahalli,74
